Gemeindeschlüssel,plz,ort,bundesland,energietraeger,einspeisespannungsebene,leistung,einspeisemanagement,inbetriebnahme,netzzugang,ausserbetriebnahme,netzabgang,netzbetreiber,eiccode,bnetznr,anlagenschluessel,zaehlpunktbezeichnung,leistungsgemesseneanlage,aggregatzustandfluessig,aggregatzustandgas,aggregatzustandfest,anlagenuntertyp,pruefergebnis,status,markierung,menge_kwh,jahr
0733807023,67354,Römerberg,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,01/10/2008,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230940406757,DE0003966735400000000000052327909,Ja,,,,,,,0,3052733,2019
0733509501,66879,Reichenbach-Steegen,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,14/02/2003,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005231606303528,DE0003966687900000000000052316063,Ja,,,,,,,0,2885151,2019
0733509501,66879,Reichenbach-Steegen,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,19/01/2003,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005231606303529,DE0003966687900000000000052316063,Ja,,,,,,,0,2885151,2019
0733509501,66879,Reichenbach-Steegen,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,16/01/2003,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005231606303530,DE0003966687900000000000052316063,Ja,,,,,,,0,2885151,2019
0733509501,66879,Reichenbach-Steegen,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,28/12/2002,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005231606303531,DE0003966687900000000000052316063,Ja,,,,,,,0,2885151,2019
0733509501,66879,Reichenbach-Steegen,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,29/12/2002,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005231606303532,DE0003966687900000000000052316063,Ja,,,,,,,0,2885151,2019
0733608087,67753,Rothselberg,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,08/12/2004,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005231606303533,DE0003966687900000000000052316063,Ja,,,,,,,0,2411487,2019
0733608087,67753,Rothselberg,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,02/12/2004,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005231606303534,DE0003966687900000000000052316063,Ja,,,,,,,0,2411484,2019
0733302038,67304,Kerzenheim,RP,WIN,HS/MS,1650,regelbar und abrufbar nach § 6 EEG Abs.1,19/10/2000,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005231607403543,DE0003966730400000000000052316074,Ja,,,,,,,0,1396482,2019
0733302038,67304,Kerzenheim,RP,WIN,HS/MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,20/08/2003,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005231615906699,DE0003966730400000000000052316159,Ja,,,,,,,0,1842254,2019
0733609047,66909,Hüffler,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,28/02/2007,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005231640303562,DE0003966690900000000000052316403,Ja,,,,,,,0,3818634,2019
0733609047,66909,Hüffler,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,21/02/2007,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005231640307069,DE0003966690900000000000052316403,Ja,,,,,,,0,3818627,2019
0734006016,66919,Hermersberg,RP,WIN,MS,800,regelbar und abrufbar nach § 6 EEG Abs.1,09/08/2007,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005231819004016,DE0003966691900000000000052318190,Ja,,,,,,,0,1174216,2019
0734006016,66919,Hermersberg,RP,WIN,MS,800,regelbar und abrufbar nach § 6 EEG Abs.1,07/08/2007,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005231819006705,DE0003966691900000000000052318190,Ja,,,,,,,0,1174216,2019
0734006016,66919,Hermersberg,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,10/07/2008,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005231819007703,DE0003966691900000000000052318190,Ja,,,,,,GEÄNDERT,0,4024250,2019
0734006016,66919,Hermersberg,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,29/07/2008,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005231819007704,DE0003966691900000000000052318190,Ja,,,,,,GEÄNDERT,0,4024251,2019
0733610103,66887,Welchweiler,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,03/08/2007,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005231821504019,DE0003966688700000000000052318215,Ja,,,,,,,0,1700281,2019
0734006054,67714,Waldfischbach-Burgalben,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,28/12/2007,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005232123306711,DE0003966771400000000000052321233,Ja,,,,,,,0,3092015,2019
0734006022,66989,Höheinöd,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,27/12/2007,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005232123306712,DE0003966771400000000000052321233,Ja,,,,,,,0,3092015,2019
0734006054,67714,Waldfischbach-Burgalben,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,30/01/2008,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005232123306713,DE0003966771400000000000052321233,Ja,,,,,,,0,3092016,2019
0733707061,76877,Offenbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,04/03/2008,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005232263805059,DE0003967687700000000000052322638,Ja,,,,,,GEÄNDERT,0,3564919,2019
0733707061,76877,Offenbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,17/03/2008,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005232263805060,DE0003967687700000000000052322638,Ja,,,,,,GEÄNDERT,0,3564919,2019
0733707061,76877,Offenbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,08/03/2008,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005232263805061,DE0003967687700000000000052322638,Ja,,,,,,GEÄNDERT,0,3564912,2019
0733807023,67354,Römerberg,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,07/10/2008,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005232790909814,DE0003966735400000000000052327909,Ja,,,,,,,0,3052724,2019
0734008221,66484,Riedelberg,RP,WIN,MS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,27/02/2009,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005232855709017,DE0003966648200000000000052328557,Ja,,,,,,,0,3114291,2019
0734008221,66484,Riedelberg,RP,WIN,MS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,04/03/2009,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005232855709018,DE0003966648200000000000052328557,Ja,,,,,,,0,3114293,2019
0734008221,66484,Riedelberg,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,03/03/2009,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005232855709019,DE0003966648200000000000052328557,Ja,,,,,,,0,3705969,2019
0734008221,66484,Riedelberg,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,27/02/2009,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005232855709020,DE0003966648200000000000052328557,Ja,,,,,,,0,3705969,2019
0733610003,66885,Erdesbach-Patersbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,26/10/2009,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005233312514223,DE0003966688500000000000052333125,Ja,,,,,,GEÄNDERT,0,2812792,2019
0733610022,66887,Erdesbach-Patersbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,03/11/2009,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005233312514224,DE0003966688500000000000052333125,Ja,,,,,,GEÄNDERT,0,2812792,2019
0733610022,66887,Erdesbach-Patersbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,03/11/2009,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005233312514225,DE0003966688500000000000052333125,Ja,,,,,,GEÄNDERT,0,2812791,2019
0733610003,66885,Erdesbach-Patersbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,12/10/2009,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005233312514226,DE0003966688500000000000052333125,Ja,,,,,,GEÄNDERT,0,2812792,2019
0734008226,66484,Walshausen,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,28/11/2009,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005233432816109,DE0003966648400000000000052334328,Ja,,,,,,,0,3690572,2019
0734008226,66484,Walshausen,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,01/12/2009,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005233432816110,DE0003966648400000000000052334328,Ja,,,,,,,0,3690567,2019
0733307025,67813,Gerbach,RP,WIN,HS/MS,7580,regelbar und abrufbar nach § 6 EEG Abs.1,19/11/2010,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005234010625532,DE0003966781300000000000052340106,Ja,,,,,,GEÄNDERT,0,14409442,2019
0733307025,67813,Gerbach,RP,WIN,HS/MS,3050,regelbar und abrufbar nach § 6 EEG Abs.1,28/10/2011,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005234010639491,DE0003966781300000000000052340106,Ja,,,,,,GEÄNDERT,0,8012878,2019
0733801006,67125,Dannstadt-Schauernheim,RP,WIN,MS,2500,regelbar und abrufbar nach § 6 EEG Abs.1,04/02/2011,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005234201028183,DE0003966712500000000000052342010,Ja,,,,,,,0,3663506,2019
0733800005,67459,Böhl-Iggelheim,RP,WIN,MS,2500,regelbar und abrufbar nach § 6 EEG Abs.1,02/02/2011,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005234201028184,DE0003966712500000000000052342010,Ja,,,,,,,0,3663507,2019
0733207010,67246,Dirmstein,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,30/12/2010,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005234239828155,DE0003966724600000000000052342008,Ja,,,,,,,0,3285475,2019
0733207010,67246,Dirmstein,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,30/12/2010,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005234239828156,DE0003966724600000000000052342398,Ja,,,,,,GEÄNDERT,0,3284043,2019
0733609041,66909,Herschweiler-Pettersheim,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,31/03/2011,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005234430229628,DE0003966686900000000000052344302,Ja,,,,,,,0,3412674,2019
0733609101,66909,Wahnwegen,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,10/03/2011,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005234430229629,DE0003966686900000000000052344302,Ja,,,,,,,0,3412676,2019
0733610103,66887,Welchweiler,RP,WIN,MS,800,regelbar und abrufbar nach § 6 EEG Abs.1,13/07/2007,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005234767337518,DE0003966688700000000000052318215,Ja,,,,,,,0,782829,2019
0733307055,67821,Oberndorf,RP,WIN,HS/MS,2530,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",05/09/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010WEA1OBERNDORF0FLUR322006,DE0003966782100000000000053002983,Ja,,,,,,,0,5483956,2019
0733303026,67307,Göllheim,RP,WIN,HS/MS,2530,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",23/09/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010WEA2GOLLWALD00FLUR474306,DE0003966730400000000000053003420,Ja,,,,,,,0,5468956,2019
0733303026,67307,Göllheim,RP,WIN,HS/MS,2530,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",04/09/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010WEA2GOLLWALD00FLUR475902,DE0003966730400000000000053003420,Ja,,,,,,,0,5468956,2019
0733303026,67307,Göllheim,RP,WIN,HS/MS,2530,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",11/09/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010WEA2GOLLWALD00FLUR475903,DE0003966730400000000000053003420,Ja,,,,,,,0,5468956,2019
0733303026,67307,Göllheim,RP,WIN,HS/MS,2530,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",13/09/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010WEA2GOLLWALD00FLUR476304,DE0003966730400000000000053003420,Ja,,,,,,,0,5468956,2019
0733303026,67307,Göllheim,RP,WIN,HS/MS,2530,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",23/09/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010WEA2GOLLWALD00FLUR476305,DE0003966730400000000000053003420,Ja,,,,,,,0,5468952,2019
0733307055,67821,Oberndorf,RP,WIN,HS/MS,2530,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",01/09/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010WEA2OBERNDORF0FLUR306006,DE0003966782100000000000053002983,Ja,,,,,,,0,5483960,2019
0733806013,67259,Heuchelheim,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,30/12/2004,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254011000000000005231616306700,DE0003966725900000000000052316163,Ja,,,,,,,0,2255677,2019
0733806013,67259,Heuchelheim,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,13/05/2005,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254012000000000005231616306700,DE0003966725900000000000052316163,Ja,,,,,,,0,2355899,2019
0733806013,67259,Heuchelheim,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,03/05/2005,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254013000000000005231616306700,DE0003966725900000000000052316163,Ja,,,,,,,0,2255677,2019
0733806013,67259,Heuchelheim,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,15/04/2005,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254014000000000005231616306700,DE0003966725900000000000052316163,Ja,,,,,,,0,2255674,2019
0733806013,67259,Heuchelheim,RP,WIN,HS/MS,800,regelbar und abrufbar nach § 6 EEG Abs.1,03/02/2005,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254015000000000005231616306700,DE0003966725900000000000052316163,Ja,,,,,,,0,903367,2019
0733502004,67677,Enkenbach-Alsenborn,RP,WIN,MS,3000,regelbar und abrufbar nach § 6 EEG Abs.1,31/05/2013,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401PVA0000000000009000011337,DE0003966768100000000000052361419,Ja,,,,,,,0,5211716,2019
0733101022,55234,Esselborn,RP,WIN,HS/MS,3075,regelbar und abrufbar nach § 6 EEG Abs.1,16/10/2013,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA0000000000ESSELBORN001,DE0003966729400000000000052363346,Ja,,,,,,,0,7476259,2019
0733101022,55234,Esselborn,RP,WIN,HS/MS,3075,regelbar und abrufbar nach § 6 EEG Abs.1,17/10/2013,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA0000000000ESSELBORN002,DE0003966729400000000000052363346,Ja,,,,,,,0,7476254,2019
0733307053,67822,Oberhausen,RP,WIN,HS/MS,3075,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",02/04/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA0000000000OBERHAUSEN01,DE0003966782100000000000053001349,Ja,,,,,,,0,6245691,2019
0733307053,67822,Oberhausen,RP,WIN,HS/MS,3075,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",11/04/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA0000000000OBERHAUSEN02,DE0003966782100000000000053001349,Ja,,,,,,,0,6245686,2019
0733304010,67295,Bolanden,RP,WIN,HS,3075,regelbar und abrufbar nach § 6 EEG Abs.1,27/12/2013,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA000000000HUNGERBERG001,DE0003966730800000000000052364054,Ja,,,,,,,0,6542120,2019
0733304022,67294,Gauersheim,RP,WIN,HS,3075,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",31/01/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA000000000HUNGERBERG004,DE0003966730800000000000052364054,Ja,,,,,,,0,6533594,2019
0733304062,67294,Rittersheim,RP,WIN,HS,3075,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",31/01/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA000000000HUNGERBERG005,DE0003966730800000000000052364054,Ja,,,,,,,0,6533594,2019
0733304022,67294,Gauersheim,RP,WIN,HS,3075,regelbar und abrufbar nach § 6 EEG Abs.1,27/12/2013,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA000000000HUNGERBERG006,DE0003966730800000000000052364054,Ja,,,,,,,0,6542120,2019
0733304022,67294,Gauersheim,RP,WIN,HS,3075,regelbar und abrufbar nach § 6 EEG Abs.1,10/12/2013,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA000000000HUNGERBERG007,DE0003966730800000000000052364054,Ja,,,,,,,0,6542120,2019
0733304022,67294,Gauersheim,RP,WIN,HS,3075,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",13/02/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA000000000HUNGERBERG008,DE0003966730800000000000052364054,Ja,,,,,,,0,6542109,2019
0733304022,67294,Gauersheim,RP,WIN,HS,3075,regelbar und abrufbar nach § 6 EEG Abs.1,29/12/2013,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA000000000HUNGERBERG009,DE0003966730800000000000052364054,Ja,,,,,,,0,6542119,2019
0733304022,67294,Gauersheim,RP,WIN,HS,3075,regelbar und abrufbar nach § 6 EEG Abs.1,10/12/2013,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA000000000HUNGERBERG010,DE0003966730800000000000052364054,Ja,,,,,,,0,6542120,2019
0733303001,67308,Albisheim,RP,WIN,HS,3300,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",14/11/2015,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,,10002992,E3025401WEA000000000HUNGERBERG011,,Ja,,,,,,,0,7631998,2019
0733303001,67308,Albisheim,RP,WIN,HS,3075,regelbar und abrufbar nach § 6 EEG Abs.1,18/11/2013,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA000000000HUNGERBERG012,DE0003966730800000000000052364054,Ja,,,,,,,0,6542120,2019
0733303001,67308,Albisheim (Pfrimm),RP,WIN,HS,3075,regelbar und abrufbar nach § 6 EEG Abs.1,03/12/2013,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA000000000HUNGERBERG013,DE0003966730800000000000052364054,Ja,,,,,,,0,6542120,2019
0733511023,66851,Linden,RP,WIN,HS/MS,2400,regelbar und abrufbar nach § 6 EEG Abs.1,09/12/2013,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA000000000LINDEN8288102,DE0003966691900000000000052364331,Ja,,,,,,,0,5889459,2019
0733511023,66851,Linden,RP,WIN,HS/MS,2400,regelbar und abrufbar nach § 6 EEG Abs.1,18/12/2013,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA000000000LINDEN8288201,DE0003966691900000000000052364331,Ja,,,,,,,0,5889454,2019
0733303012,67308,Bubenheim,RP,WIN,HS/MS,2530,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",23/07/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA00000000BUBENHEIM00009,DE0003966730400000000000053002704,Ja,,,,,,,0,6367134,2019
0733303012,67308,Bubenheim,RP,WIN,HS/MS,2530,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",23/07/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA00000000BUBENHEIM00011,DE0003966730400000000000053002704,Ja,,,,,,,0,6367130,2019
0733207029,67271,Kindenheim,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",28/07/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA00000000KINDENHEIM0001,DE0003966730400000000000053002706,Ja,,,,,,,0,6524247,2019
0733207029,67271,Kindenheim,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",12/09/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA00000000KINDENHEIM0002,DE0003966730400000000000053002706,Ja,,,,,,,0,6524243,2019
0733608087,67753,Rothselberg,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",15/12/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA000000GALGENBERT010001,DE0003966775200000000000053003422,Ja,,,,,,,0,7493167,2019
0733608087,67753,Rothselberg,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",23/12/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA000000GALGENBERT010002,DE0003966775200000000000053003422,Ja,,,,,,,0,7493167,2019
0733608087,67753,Rothselberg,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",30/12/2014,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E3025401WEA000000GALGENBERT010003,DE0003966775200000000000053003422,Ja,,,,,,,0,7493167,2019
0733608105,67752,Wolfstein,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",24/02/2015,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,,10002992,E3025401WEA000000GALGENBERT010004,,Ja,,,,,,,0,7493167,2019
0733608105,67752,Wolfstein,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",25/06/2015,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,,10002992,E3025401WEA000000GALGENBERT010005,,Ja,,,,,,,0,7493167,2019
