Gemeindeschlüssel,plz,ort,strasse,bundesland,energietraeger,einspeisespannungsebene,leistung,einspeisemanagement,inbetriebnahme,netzzugang,ausserbetriebnahme,netzabgang,netzbetreiber,eiccode,bnetznr,anlagenschluessel,zaehlpunktbezeichnung,leistungsgemesseneanlage,aggregatzustandfluessig,aggregatzustandgas,aggregatzustandfest,anlagenuntertyp,pruefergebnis,status,markierung,menge_kwh,jahr
0714009087,56291,Lingerhahn,"Mast 0159 Freiltg. """"Niedernhausen",RP,WIN,HS,3050,regelbar und abrufbar nach § 6 EEG Abs.1,16/12/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000021093186841,DE0073325629100000000000000210931,Ja,,,,,,GEÄNDERT,0,7063297,2016
0714009087,56291,Lingerhahn,"Mast 0159 Freiltg. """"Niedernhausen",RP,WIN,HS,3370,regelbar und abrufbar nach § 6 EEG Abs.1,25/05/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000021093190264,DE0073325629100000000000000210931,Ja,,,,,,GEÄNDERT,0,6343201,2016
0714009087,56291,Lingerhahn,"Mast 0159 Freiltg. """"Niedernhausen",RP,WIN,HS,3370,regelbar und abrufbar nach § 6 EEG Abs.1,29/05/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000021093190265,DE0073325629100000000000000210931,Ja,,,,,,GEÄNDERT,0,6343201,2016
0723201247,54619,Kesfeld,Kundenübergabestation WEA Westwind II Station 1  / 50,RP,WIN,MS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,06/09/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000021450735908,DE0073325461900000000000000214507,Ja,,,,,,GEÄNDERT,0,4662683,2016
0714003204,56869,Mastershausen,Umspannwerk 2,RP,WIN,HS,2300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,15/02/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000021881171929,DE00733256869V0000000000000311963,Ja,,,,,,GEÄNDERT,0,3608868,2016
0714003204,56869,Mastershausen,Umspannwerk 2,RP,WIN,HS,2300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,26/02/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000021881557561,DE00733256869V0000000000000311963,Ja,,,,,,GEÄNDERT,0,3503318,2016
0714003204,56869,Mastershausen,Umspannwerk 2,RP,WIN,HS,2300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,14/03/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000021881571346,DE00733256869V0000000000000311963,Ja,,,,,,GEÄNDERT,0,3503318,2016
0714003204,56869,Mastershausen,Umspannwerk 2,RP,WIN,HS,2300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,28/12/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000021881571347,DE00733256869V0000000000000311963,Ja,,,,,,GEÄNDERT,0,3608868,2016
0714008123,55471,Reich,Windpark 900,RP,WIN,MS,3075,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,09/11/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000022277370792,DE0073325547100000000000000222773,Ja,,,,,,GEÄNDERT,0,6404287,2016
0713505010,56865,Blankenrath,Alte Mastershausener Straße 903Z,RP,WIN,HS/MS,3075,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,22/12/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000022292206214,DE0073325686500000000000000222922,Ja,,,,,,GEÄNDERT,0,6252944,2016
0713505010,56865,Blankenrath,Alte Mastershausener Straße 903Z,RP,WIN,HS/MS,3075,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,15/01/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000022292270704,DE0073325686500000000000000222922,Ja,,,,,,GEÄNDERT,0,6252944,2016
0713505010,56865,Blankenrath,Alte Mastershausener Straße 903Z,RP,WIN,HS/MS,3075,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,18/12/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000022292270705,DE0073325686500000000000000222922,Ja,,,,,,GEÄNDERT,0,6252944,2016
0723201260,54619,Lichtenborn,"Betonmast Flur 5, FS 117/22 nähe St. """"""""Fuchswiese""""""""  / 39/4",RP,WIN,MS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,28/12/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000027452419553,DE0073325461900000000000000274524,Ja,,,,,,GEÄNDERT,0,3745392,2016
0723504037,54317,Gusterath,An der K 61 903Z,RP,WIN,MS,2500,regelbar und abrufbar nach § 6 EEG Abs.1,12/12/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000027714787105,DE0073325431700000000000000277147,Ja,,,,,,GEÄNDERT,0,4585660,2016
0723503106,54331,Pellingen,"20 kV Kabel Weg Flur 18, Parz. 1/3  / 53",RP,WIN,MS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,04/02/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000027717626067,DE0073325433100000000000000277176,Ja,,,,,,GEÄNDERT,0,5184230,2016
0723503106,54331,Pellingen,"20 kV Kabel Weg Flur 18, Parz. 1/3  / 98 / 99",RP,WIN,MS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,25/09/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000027717691254,DE0073325433100000000000000277176,Ja,,,,,,GEÄNDERT,0,5184230,2016
0714004062,55483,Kappel,Kastellauner Str. 900Z,RP,WIN,MS,800,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",12/06/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000028744706169,DE0073325548300000000000000287447,Ja,,,,,,GEÄNDERT,0,1270370,2016
0713700068,56727,Mayen,Virchowstr. 43,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",02/09/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000028780032674,,Ja,,,,,,GEÄNDERT,0,5384301,2016
0713700068,56727,Mayen,Virchowstr. 43,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",01/07/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000028780058402,,Ja,,,,,,GEÄNDERT,0,5384301,2016
0713700068,56727,Mayen,Virchowstr. 43,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",26/06/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000028780058403,,Ja,,,,,,GEÄNDERT,0,5384301,2016
0713700068,56727,Mayen,Virchowstr. 43,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",27/06/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000028780058404,,Ja,,,,,,GEÄNDERT,0,5384301,2016
0713700068,56727,Mayen,Virchowstr. 43,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",29/06/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000028780080833,,Ja,,,,,,GEÄNDERT,0,5384301,2016
0714009005,56291,Badenhard,Hauptstr. 900Z,RP,WIN,MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",25/11/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000028961522394,DE0073325628100000000000000289615,Ja,,,,,,GEÄNDERT,0,6523861,2016
0714009005,56291,Badenhard,Hauptstr. 900Z,RP,WIN,MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",20/11/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000028961522400,DE0073325628100000000000000289615,Ja,,,,,,GEÄNDERT,0,6523861,2016
0713502028,56761,Eulgem,Flur 5 Flurst. 331/8  / 331/8 und 331/5,RP,WIN,MS,800,regelbar und abrufbar nach § 6 EEG Abs.1,17/05/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000029185206103,DE0073325676100000000000000291852,Ja,,,,,,GEÄNDERT,0,1325555,2016
0723306237,54611,Scheid,Losheimer Straße 1 / 115,RP,WIN,MS,2300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,24/07/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000029306073247,DE0073325461100000000000000293060,Ja,,,,,,GEÄNDERT,0,3306115,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",11/08/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000031144807471,,Ja,,,,,,GEÄNDERT,0,3719147,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",24/08/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000031144807475,,Ja,,,,,,GEÄNDERT,0,3719147,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",27/08/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000031144807476,,Ja,,,,,,GEÄNDERT,0,3719147,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",12/10/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000031144807477,,Ja,,,,,,GEÄNDERT,0,3719147,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,29/11/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031144812791,DE0073325547100000000000000311448,Ja,,,,,,GEÄNDERT,0,3411152,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,12/08/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031144871948,DE0073325547100000000000000311448,Ja,,,,,,GEÄNDERT,0,3411152,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,16/08/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031144872060,DE0073325547100000000000000311448,Ja,,,,,,GEÄNDERT,0,3411152,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,13/08/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031144872062,DE0073325547100000000000000311448,Ja,,,,,,GEÄNDERT,0,3411152,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,02/12/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031144872063,DE0073325547100000000000000311448,Ja,,,,,,GEÄNDERT,0,3411152,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,20/11/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031144872064,DE0073325547100000000000000311448,Ja,,,,,,GEÄNDERT,0,3411152,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,23/12/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031144888142,DE0073325547100000000000000311448,Ja,,,,,,GEÄNDERT,0,3411152,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,18/12/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031144888144,DE0073325547100000000000000311448,Ja,,,,,,GEÄNDERT,0,3411152,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",24/07/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031144894855,DE0073325547100000000000000311448,Ja,,,,,,GEÄNDERT,0,3719147,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",27/07/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031144894856,DE0073325547100000000000000311448,Ja,,,,,,GEÄNDERT,0,3719147,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",23/07/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031144894857,DE0073325547100000000000000311448,Ja,,,,,,GEÄNDERT,0,3719147,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",07/10/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031144895998,DE0073325547100000000000000311448,Ja,,,,,,GEÄNDERT,0,3719147,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",27/08/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031144896000,DE0073325547100000000000000311448,Ja,,,,,,GEÄNDERT,0,3719147,2016
0714008144,55469,Simmern,Auf der Horhöh L218,RP,WIN,HS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",04/09/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031144896001,DE0073325547100000000000000311448,Ja,,,,,,GEÄNDERT,0,3719147,2016
0714009036,56281,Emmelshausen,Kratzenburg,RP,WIN,HS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",25/06/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031300806124,DE0073325615400000000000000313008,Ja,,,,,,GEÄNDERT,0,6186024,2016
0714009036,56281,Emmelshausen,Kratzenburg,RP,WIN,HS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",05/06/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031300806125,DE0073325615400000000000000313008,Ja,,,,,,GEÄNDERT,0,6186024,2016
0714009036,56281,Emmelshausen,Kratzenburg,RP,WIN,HS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",18/06/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031300806126,DE0073325615400000000000000313008,Ja,,,,,,GEÄNDERT,0,6186024,2016
0714009036,56281,Emmelshausen,Kratzenburg,RP,WIN,HS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",31/05/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031300806127,DE0073325615400000000000000313008,Ja,,,,,,GEÄNDERT,0,6186024,2016
0714009036,56281,Emmelshausen,Kratzenburg,RP,WIN,HS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",17/04/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000031300806128,,Ja,,,,,,GEÄNDERT,0,6186024,2016
0714009036,56281,Emmelshausen,Kratzenburg,RP,WIN,HS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",17/04/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000031300806129,,Ja,,,,,,GEÄNDERT,0,6186024,2016
0714009036,56281,Emmelshausen,Kratzenburg,RP,WIN,HS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",22/04/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000031300806130,,Ja,,,,,,GEÄNDERT,0,6186024,2016
0714009036,56281,Emmelshausen,Kratzenburg,RP,WIN,HS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",11/05/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000031300806131,,Ja,,,,,,GEÄNDERT,0,6186024,2016
0714009036,56281,Emmelshausen,Kratzenburg,RP,WIN,HS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",07/05/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000031300806134,,Ja,,,,,,GEÄNDERT,0,6186024,2016
0723507137,54311,Trierweiler,Neue Ü-Station in Einmündung K7/L43,RP,WIN,MS,2300,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",18/12/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031365816050,DE0073325431100000000000000313658,Ja,,,,,,GEÄNDERT,0,3373538,2016
0723507137,54311,Trierweiler,Neue Ü-Station in Einmündung K7/L43,RP,WIN,MS,2300,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",18/12/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031365816065,DE0073325431100000000000000313658,Ja,,,,,,GEÄNDERT,0,3373538,2016
0723507137,54311,Trierweiler,"Neue Ü-Station auf Parzelle Trierweiler Flur2, Nr.31  / 31/32",RP,WIN,MS,3050,regelbar und abrufbar nach § 6 EEG Abs.1,29/11/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031394500337,DE0073325431100000000000000313945,Ja,,,,,,GEÄNDERT,0,6622285,2016
0713502023,56761,Düngenheim,Flur 9 und Flur 10  / 103,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,14/10/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031406791381,DE0073325676100000000000000314067,Ja,,,,,,GEÄNDERT,0,3290828,2016
0713502023,56761,Düngenheim,Flur 9 und Flur 10  / 81,RP,WIN,MS,800,regelbar und abrufbar nach § 6 EEG Abs.1,04/10/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031406791385,DE0073325676100000000000000314067,Ja,,,,,,GEÄNDERT,0,1267326,2016
0723206302,54597,Roth,/ 20,RP,WIN,MS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,06/09/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031464051056,DE0073325459700000000000000314640,Ja,,,,,,GEÄNDERT,0,3675107,2016
0723205225,54298,Gilzem,Hauptstr. 901Z / 57,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,29/08/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031719600309,DE0073325429800000000000000317196,Ja,,,,,,GEÄNDERT,0,3323050,2016
0714008079,56288,Laubach,Bubacher Str. 900Z,RP,WIN,MS,2000,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",13/06/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000031965879980,DE0073325628800000000000000319658,Ja,,,,,,GEÄNDERT,0,4246011,2016
0714009031,56281,Dörth,Hauptstr. 902Z,RP,WIN,HS/MS,3075,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",03/02/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000032054536389,DE0073325628100000000000000320545,Ja,,,,,,GEÄNDERT,0,7510387,2016
0714009031,56281,Dörth,Hauptstr. 902Z,RP,WIN,HS/MS,3075,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",07/03/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000032054536390,DE0073325628100000000000000320545,Ja,,,,,,GEÄNDERT,0,7510387,2016
0714009031,56281,Dörth,Hauptstr. 902Z,RP,WIN,HS/MS,3075,regelbar und abrufbar nach § 6 EEG Abs.1,30/12/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000032054536391,DE0073325628100000000000000320545,Ja,,,,,,GEÄNDERT,0,7510387,2016
0713502042,56814,Illerich,43983,RP,WIN,MS,2300,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",15/08/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000032111456373,,Ja,,,,,,GEÄNDERT,0,3345027,2016
0714008037,55494,Erbach,Bacharacher Str. 102Z,RP,WIN,HS/MS,3170,regelbar und abrufbar nach § 6 EEG Abs.1,22/10/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000032262645164,DE0073325549400000000000000322626,Ja,,,,,,GEÄNDERT,0,6006931,2016
0714008037,55494,Erbach,Bacharacher Str. 102Z,RP,WIN,HS/MS,3170,regelbar und abrufbar nach § 6 EEG Abs.1,22/10/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000032262645169,DE0073325549400000000000000322626,Ja,,,,,,GEÄNDERT,0,6006931,2016
0714008037,55494,Erbach,Bacharacher Str. 102Z,RP,WIN,HS/MS,3170,regelbar und abrufbar nach § 6 EEG Abs.1,22/10/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000032262645172,DE0073325549400000000000000322626,Ja,,,,,,GEÄNDERT,0,6006931,2016
0714003503,56290,Mörsdorf,An der L205 904Z,RP,WIN,HS/MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",19/12/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000033032053555,DE0073325629000000000000000330320,Ja,,,,,,GEÄNDERT,0,5121451,2016
0714003010,56290,Beltheim,An der L205 904Z,RP,WIN,HS/MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",19/12/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000033032084131,DE0073325629000000000000000330320,Ja,,,,,,GEÄNDERT,0,5121451,2016
0714003010,56290,Beltheim,An der L205 904Z,RP,WIN,HS/MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",27/11/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000033032084132,DE0073325629000000000000000330320,Ja,,,,,,GEÄNDERT,0,5121451,2016
0714003010,56290,Beltheim,An der L205 904Z,RP,WIN,HS/MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",11/11/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000033032084133,DE0073325629000000000000000330320,Ja,,,,,,GEÄNDERT,0,5121451,2016
0714003010,56290,Beltheim,An der L205 904Z,RP,WIN,HS/MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",29/12/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000033032084134,DE0073325629000000000000000330320,Ja,,,,,,GEÄNDERT,0,5121451,2016
0714003010,56290,Beltheim,An der L205 904Z,RP,WIN,HS/MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",23/01/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000033032084135,,Ja,,,,,,GEÄNDERT,0,5121451,2016
